shipmentID,pickupDate,originCity,originStateProvince,originPostalCode,originCountry,destinationCity,destinationStateProvince,destinationPostalCode,destinationCountry,accessorialCodes,classification1,weight1,description1,packagingType1,pieces1,length1,width1,height1,classification2,weight2,description2,packagingType2,pieces2,length2,width2,height2,classification3,weight3,description3,packagingType3,pieces3,length3,width3,height3,classification4,weight4,description4,packagingType4,pieces4,length4,width4,height4,classification5,weight5,description5,packagingType5,pieces5,length5,width5,height5,classification6,weight6,description6,packagingType6,pieces6,length6,width6,height6,classification7,weight7,description7,packagingType7,pieces7,length7,width7,height7,classification8,weight8,description8,packagingType8,pieces8,length8,width8,height8
2966,20260512,,,27526,USA,,,95828,USA,,125,320.2,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2967,20260512,,,27526,USA,,,95828,USA,,150,475.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2968,20260512,,,27526,USA,,,95828,USA,,175,231.2857143,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2969,20260512,,,27526,USA,,,95828,USA,,200,199.3333333,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2970,20260512,,,27526,USA,,,95903,USA,,175,446,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2971,20260512,,,28645,USA,,,94063,USA,,50,236,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2972,20260512,,,28645,USA,,,94063,USA,,55,404,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2973,20260512,,,28645,USA,,,94063,USA,,70,265,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2974,20260512,,,28645,USA,,,94063,USA,,77,230,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2975,20260512,,,28645,USA,,,94063,USA,,85,210,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2976,20260512,,,28645,USA,,,94063,USA,,92,245,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2977,20260512,,,28645,USA,,,94538,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2978,20260512,,,28645,USA,,,94538,USA,,55,956.0909091,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2979,20260512,,,28645,USA,,,94538,USA,,77,1880,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2980,20260512,,,28730,USA,,,91016,USA,,70,1580,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2981,20260512,,,28730,USA,,,91016,USA,,150,632,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2982,20260512,,,28730,USA,,,92630,USA,,70,657,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2983,20260512,,,28752,USA,,,92154,USA,,77,888,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2984,20260512,,,28752,USA,,,92154,USA,,100,432.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2985,20260512,,,28752,USA,,,92154,USA,,110,718,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2986,20260512,,,28752,USA,,,92154,USA,,125,826,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2987,20260512,,,27409,USA,,,80027,USA,,100,170,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2988,20260512,,,27409,USA,,,80204,USA,,70,456,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2989,20260512,,,27409,USA,,,80204,USA,,100,686.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2990,20260512,,,27409,USA,,,80223,USA,,100,686.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2991,20260512,,,27409,USA,,,80631,USA,,100,230,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2992,20260512,,,27409,USA,,,81003,USA,,100,750,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2993,20260512,,,27409,USA,,,81003,USA,,125,1510,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2994,20260512,,,27409,USA,,,81003,USA,,250,275,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2995,20260512,,,27526,USA,,,80002,USA,,70,693,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2996,20260512,,,27526,USA,,,80002,USA,,92,253,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2997,20260512,,,27526,USA,,,80002,USA,,100,295,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2998,20260512,,,27526,USA,,,80002,USA,,110,530,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
2999,20260512,,,27526,USA,,,80002,USA,,125,225.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3000,20260512,,,27526,USA,,,80002,USA,,150,205,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3001,20260512,,,27526,USA,,,80002,USA,,175,153,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3002,20260512,,,27526,USA,,,80002,USA,,200,146,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3003,20260512,,,27526,USA,,,80002,USA,,250,155.7142857,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3004,20260512,,,27526,USA,,,80002,USA,,300,114,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3005,20260512,,,27526,USA,,,80011,USA,,50,161,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3006,20260512,,,27526,USA,,,80011,USA,,70,373,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3007,20260512,,,27526,USA,,,80011,USA,,250,141,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3008,20260512,,,27526,USA,,,80011,USA,,300,338.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3009,20260512,,,27526,USA,,,80109,USA,,92,1340,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3010,20260512,,,27526,USA,,,80109,USA,,100,199,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3011,20260512,,,27526,USA,,,80239,USA,,50,187,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3012,20260512,,,27526,USA,,,80239,USA,,70,346.875,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3013,20260512,,,27526,USA,,,80239,USA,,85,295,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3014,20260512,,,27526,USA,,,80239,USA,,92,359,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3015,20260512,,,27526,USA,,,80239,USA,,100,153,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3016,20260512,,,27526,USA,,,80239,USA,,110,229.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3017,20260512,,,27526,USA,,,80239,USA,,125,380.45,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3018,20260512,,,27526,USA,,,80239,USA,,150,214,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3019,20260512,,,27526,USA,,,80239,USA,,175,206.375,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3020,20260512,,,27526,USA,,,80239,USA,,200,132.875,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3021,20260512,,,27526,USA,,,80239,USA,,250,384.9285714,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3022,20260512,,,27526,USA,,,80239,USA,,300,179.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3023,20260512,,,27526,USA,,,80601,USA,,50,164,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3024,20260512,,,27526,USA,,,80601,USA,,70,63,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3025,20260512,,,27526,USA,,,80601,USA,,85,380,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3026,20260512,,,27526,USA,,,80601,USA,,92,171.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3027,20260512,,,27526,USA,,,80601,USA,,100,223,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3028,20260512,,,27526,USA,,,80601,USA,,175,186.75,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3029,20260512,,,27526,USA,,,80601,USA,,200,152.1666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3030,20260512,,,27526,USA,,,80601,USA,,250,244.5833333,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3031,20260512,,,27526,USA,,,80603,USA,,250,244.5833333,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3032,20260512,,,27526,USA,,,80631,USA,,100,263,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3033,20260512,,,27526,USA,,,80729,USA,,125,159,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3034,20260512,,,27526,USA,,,80831,USA,,200,183,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3035,20260512,,,27526,USA,,,80836,USA,,250,107,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3036,20260512,,,27526,USA,,,81005,USA,,85,336,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3037,20260512,,,27526,USA,,,20019,USA,,150,240.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3038,20260512,,,27526,USA,,,20019,USA,,175,700.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3039,20260512,,,27526,USA,,,20019,USA,,200,258.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3040,20260512,,,27526,USA,,,19720,USA,,50,176.6,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3041,20260512,,,27526,USA,,,19720,USA,,70,492.6538462,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3042,20260512,,,27526,USA,,,19720,USA,,77,470,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3043,20260512,,,27526,USA,,,19720,USA,,85,366.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3044,20260512,,,27526,USA,,,19720,USA,,92,468.3333333,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3045,20260512,,,27526,USA,,,19720,USA,,100,415.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3046,20260512,,,27526,USA,,,19720,USA,,110,424.5833333,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3047,20260512,,,27526,USA,,,19720,USA,,125,341.9423077,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
3048,20260512,,,27526,USA,,,19720,USA,,150,299.3636364,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
